step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,2,213477.88,1209987.61,996509.73,502518.99,1382579.26,0,0
8,3,318099.36,996509.73,678410.37,381172.8,699272.16,0,0
8,3,195944.65,678410.37,482465.71,1613554.23,2040211.46,0,0
8,3,230712.58,482465.71,251753.14,1809498.88,2040211.46,0,0
8,3,432118.89,251753.14,0,664408.32,1268298.74,0,0
8,3,166180.86,0,0,223706.67,680335.36,0,0
8,3,32543.96,0,0,718737.51,751281.48,0,0
8,3,133333.06,0,0,171951.76,150665.89,0,0
8,3,158025.48,0,0,174811.4,476642.33,0,0
8,3,289936.73,0,0,1139170.31,1429107.04,0,0
8,3,320347.17,0,0,437300.97,1022379.45,0,0
8,3,144919.19,0,0,291237.6,902210.3,0,0
8,3,117231.74,0,0,320330.22,437561.96,0,0
8,3,269852.55,0,0,534930.86,1235736.09,0,0
8,3,166118.77,0,0,738562.78,937916.52,0,0
8,3,112723.85,0,0,113022.06,225745.92,0,0
8,3,52305.89,0,0,126523.69,178829.57,0,0
8,3,39796.72,0,0,928289.95,1362678.43,0,0
8,3,56580.04,0,0,88500.14,1597668.67,0,0
8,3,9181.67,0,0,1431791.43,1512042.27,0,0
8,3,111399.38,0,0,212895.21,324294.59,0,0
8,3,28767.01,0,0,145080.17,1597668.67,0,0
8,3,319439.19,0,0,1224660.58,1391020.69,0,0
8,3,69706.75,0,0,720766.15,790472.9,0,0
8,3,15508.78,0,0,139920.01,155428.79,0,0
8,1,2958.28,12845,9886.72,0,0,0,0
8,1,5090.69,49861.31,44770.62,0,0,0,0
8,1,178.76,44770.62,44591.85,0,0,0,0
8,1,35556.41,44591.85,9035.44,0,0,0,0
8,1,1765.13,9035.44,7270.31,0,0,0,0
8,1,1288.81,7270.31,5981.5,0,0,0,0
8,1,29610.57,5981.5,0,0,0,0,0
8,1,15839.11,0,0,0,0,0,0
8,1,16100.24,0,0,0,0,0,0
8,3,459231.75,259,0,104545,0,0,0
8,1,6897.19,16521,9623.81,0,0,0,0
8,3,236542.67,58577,0,1873179.79,2463244.43,0,0
8,5,13933.99,20733,34666.99,0,0,0,0
8,1,20614.43,21443,828.57,0,0,0,0
8,3,517315.73,828.57,0,2020536.29,2528711.98,0,0
8,3,75916.39,0,0,1250102.98,1577892.84,0,0
8,3,356580.41,0,0,525146.61,1190896.64,0,0
8,3,629218.41,0,0,715996.88,1382579.26,0,0
8,3,293300.81,0,0,2370484.57,2658931.59,0,0
8,3,376946.73,0,0,1697721.6,2074668.33,0,0
8,3,264731.31,0,0,757648.14,1022379.45,0,0
8,3,152505.5,0,0,1166148.25,1633434.42,0,0
8,3,367364.32,0,0,5853448.1,5966884.67,0,0
8,3,334169.98,0,0,510391.57,1177157.62,0,0
8,3,68109.71,0,0,465594.98,447752.1,0,0
8,1,747.43,140,0,0,0,0,0
8,5,72559.82,222,72781.82,0,0,0,0
8,1,11167.59,40978,29810.41,0,0,0,0
8,1,4873.95,142211,137337.05,0,0,0,0
8,5,156112.65,10812,166924.65,0,0,0,0
8,3,111502.97,6058,0,129844.99,1377703.81,0,0
8,1,4750.95,9332.29,4581.34,0,0,0,0
8,1,30882.85,4581.34,0,0,0,0,0
8,1,3379.94,4113,733.06,0,0,0,0
8,5,199164.07,35603,234767.07,1.49E+07,1.46E+07,0,0
8,1,15800.66,23,0,0,0,0,0
8,2,262404.81,151,0,11056.79,273461.6,0,0
8,1,2679.73,19856,17176.27,0,0,0,0
8,1,4411.92,17176.27,12764.34,0,0,0,0
8,1,3439.85,21330,17890.15,0,0,0,0
8,5,186248.03,203241,389489.03,69403.88,0,0,0
8,1,2240.24,20017,17776.76,0,0,0,0
8,2,2537071.55,1.63E+07,1.38E+07,23302,2604563.3,0,0
8,3,122269.54,1.38E+07,1.37E+07,948589.06,1070858.6,0,0
8,1,3904.2,11712,7807.8,0,0,0,0
8,1,11250.37,21095,9844.63,0,0,0,0
8,1,16336.21,9844.63,0,0,0,0,0
8,5,105285.66,15184,120469.66,0,0,0,0
8,1,16654.36,51641,34986.64,0,0,0,0
8,2,1051448.32,41110,0,0,842029.67,0,0
8,5,194679.77,12203,206882.77,0,0,0,0
8,3,164284.17,87162,0,0,164284.17,0,0
8,1,451.8,5167,4715.2,0,0,0,0
8,1,13083.77,9042,0,0,0,0,0
8,1,1698.56,20643,18944.44,0,0,0,0
8,3,400521.13,255,0,480313.71,880834.84,0,0
8,5,90424.17,23070,113494.17,332704.59,242280.42,0,0
8,1,12598.1,39640,27041.9,0,0,0,0
8,3,5701.3,6193,491.7,0,5701.3,0,0
8,1,209.74,11784,11574.26,0,0,0,0
8,3,212702.54,2073,0,242674.17,457426.18,0,0
8,1,2166.3,1548,0,0,0,0,0
8,1,3248.22,5203,1954.78,0,0,0,0
8,2,267095.19,19023,0,0,267095.19,0,0
8,1,8748.66,28030.57,19281.91,0,0,0,0
8,5,147648.57,19281.91,166930.48,348582.56,200933.99,0,0
8,5,10587.82,166930.48,177518.3,170413.82,159826,0,0
8,5,13026.8,177518.3,190545.1,351972.41,29752.47,0,0
8,5,240889.68,190545.1,431434.77,1477365.24,1236475.57,0,0
8,5,405624.61,431434.77,837059.38,5600238.4,5175906.61,0,0
8,1,3437.81,96,0,0,0,0,0
8,3,352737.05,19802,0,0,151635.37,0,0
8,1,775.6,0,0,0,0,0,0
8,1,2497.32,0,0,0,0,0,0
8,1,5218.6,11549,6330.4,0,0,0,0
8,1,3249.41,7147,3897.59,0,0,0,0
8,1,2060.73,30542,28481.27,0,0,0,0
8,1,10794.88,2129,0,0,0,0,0
8,1,6158.16,81907,75748.84,0,0,0,0
8,1,180.24,5033,4852.76,0,0,0,0
8,2,48529.77,60317,11787.23,111553.4,160083.17,0,0
8,1,19728.08,21316,1587.92,0,0,0,0
8,3,248366.47,1587.92,0,286487.67,836809.68,0,0
8,1,1341.32,11101,9759.68,0,0,0,0
8,2,795373.17,252662,0,37112.96,832486.12,0,0
8,3,165133.3,234528,69394.7,0,120258.54,0,0
8,1,1033.08,194,0,0,0,0,0
8,1,4267.45,555,0,0,0,0,0
8,1,25376.76,0,0,0,0,0,0
8,3,232070.68,21915,0,0,612054.13,0,0
8,1,15578.32,378622.53,363044.21,0,0,0,0
8,1,25027.55,363044.21,338016.66,0,0,0,0
8,1,7208.3,338016.66,330808.36,0,0,0,0
8,1,5200.63,49920,44719.37,0,0,0,0
8,1,5015.47,3566,0,0,0,0,0
8,1,4929.81,193453,188523.19,0,0,0,0
8,1,896.89,15760,14863.11,0,0,0,0
8,5,81520.97,41370,122890.97,0,0,0,0
8,2,875890.91,278,0,4522236.63,5398127.54,0,0
8,1,2184,201471,199287,0,0,0,0
8,1,4585.88,822,0,0,0,0,0
8,1,315.02,60195,59879.98,0,0,0,0
8,3,81058.71,30609,0,173823.31,539670.33,0,0
8,1,13257.46,10080,0,0,0,0,0
8,1,2118.69,84718.49,82599.8,0,0,0,0
8,2,1130467.51,82599.8,0,1317638.57,2541785.35,0,0
8,1,17493.26,174040.98,156547.72,0,0,0,0
8,1,10699.24,156547.72,145848.48,0,0,0,0
8,1,6828.42,145848.48,139020.05,0,0,0,0
8,1,3009.68,21207,18197.32,0,0,0,0
8,1,10203.05,718,0,0,0,0,0
8,1,5983.65,21161,15177.35,0,0,0,0
8,1,6282.03,20032,13749.97,0,0,0,0
8,5,63241.9,2136503.58,2199745.47,136547.07,80919.02,0,0
8,1,9598.46,2199745.47,2190147.01,0,0,0,0
8,2,1243206.07,20821,0,0,1258016.42,0,0
8,1,9241.53,14515,5273.47,0,0,0,0
8,1,3513.65,21150.96,17637.31,0,0,0,0
8,1,511.46,17637.31,17125.85,0,0,0,0
8,1,7501.63,106881.25,99379.62,0,0,0,0
8,1,27680.73,99379.62,71698.9,0,0,0,0
8,1,942.31,54648,53705.69,0,0,0,0
8,2,2148537.38,13288,0,197442,2345979.38,0,0
8,1,9978.57,20613,10634.43,0,0,0,0
8,1,2784,71269,68485,0,0,0,0
8,3,393768.3,16735,0,0,393768.3,0,0
8,1,9207.48,5068,0,0,0,0,0
8,1,1873.4,151850,149976.6,0,0,0,0
8,3,295650.67,7574,0,399258.72,531628.29,0,0
8,5,31715.44,61908.51,93623.95,30171.87,0,0,0
8,1,24342.3,93623.95,69281.64,0,0,0,0
8,2,258662.6,30511,0,1835594.85,2247459.18,0,0
8,3,102007.63,33004.58,0,0,884079.08,0,0
8,1,36338.1,0,0,0,0,0,0
8,1,13215.88,0,0,0,0,0,0
8,1,18644.47,0,0,0,0,0,0
8,1,7884.35,0,0,0,0,0,0
8,1,13213.79,0,0,0,0,0,0
8,1,6926.81,0,0,0,0,0,0
8,1,4058.81,0,0,0,0,0,0
8,1,10734.37,0,0,0,0,0,0
8,1,8660.1,0,0,0,0,0,0
8,5,18096.3,10716,28812.3,73942.2,55845.9,0,0
8,3,69572.53,257,0,0,65441.59,0,0
8,3,152975.96,6142,0,180678.19,445251.27,0,0
8,3,58662.02,8863,0,218212.06,276874.08,0,0
8,1,7245.94,41084,33838.06,0,0,0,0
8,1,119.59,11013,10893.41,0,0,0,0
8,1,2547.54,1768565.03,1766017.49,0,0,0,0
8,1,10223.71,1766017.49,1755793.78,0,0,0,0
8,1,14022.13,1755793.78,1741771.65,0,0,0,0
8,3,32207.2,38546,6338.8,2460.65,938357.62,0,0
8,5,45193.41,312,45505.41,99191,0,0,0
8,2,1397530.26,45505.41,0,1616048.41,3529395.92,0,0
8,1,1592.99,78850,77257.01,0,0,0,0
8,3,254241.75,104994,0,546750.43,800992.18,0,0
8,3,122654.15,6044,0,1215092.13,1434633.69,0,0
8,5,68589.73,1412919.78,1481509.51,4770.58,0,0,0
8,1,31986.37,1481509.51,1449523.14,0,0,0,0
8,1,17696.44,1449523.14,1431826.7,0,0,0,0
8,2,1866308.05,11579,0,117743.03,1955672.96,0,0
8,1,7595.01,30347,22751.99,0,0,0,0
8,2,1743258.66,4497,0,124665.47,0,0,0
8,3,230057.56,383648,153590.44,73147.02,303204.57,0,0
8,1,5481.47,587,0,0,0,0,0
8,3,538324.82,58988,0,89319.33,404128,0,0
8,1,5230.75,2771.49,0,0,0,0,0
8,3,263842.52,0,0,1421489.09,1379576.69,0,0
8,3,119898.51,0,0,329335.15,449233.66,0,0
8,3,40359.18,0,0,51491,0,0,0
8,3,605333.31,0,0,6761477.79,7366811.1,0,0
8,3,118377.73,0,0,549997.27,332709.92,0,0
8,3,171141.62,0,0,673719.94,844861.56,0,0
8,3,192242.6,0,0,1627125.7,3476255.29,0,0
8,3,65819.81,0,0,2460106.17,2422222.36,0,0
8,3,232035.01,0,0,1511389.33,1379703.29,0,0
8,3,59218.22,0,0,72420.7,131638.92,0,0
8,3,397246.8,0,0,676474,732054.05,0,0
8,3,165120.71,0,0,210538.44,375659.14,0,0
8,3,188291.44,0,0,802129.26,1581311.49,0,0
8,3,110779.05,0,0,3846641.65,4122268.38,0,0
8,3,255477.34,0,0,798443.99,1291418.68,0,0
8,3,181730.24,0,0,2896779.55,3078509.79,0,0
8,3,78635.42,0,0,1.73E+07,1.74E+07,0,0
8,3,7270.37,0,0,1523685.68,1530956.05,0,0
8,3,113043.31,0,0,1.01E+07,1.00E+07,0,0
8,3,89346.62,0,0,112673.41,202020.02,0,0
8,3,138651.85,0,0,142758.39,281410.24,0,0
8,3,61553.92,0,0,242151.6,303705.52,0,0
8,3,64465.34,0,0,70902.66,135368,0,0
8,3,80521.47,0,0,89571.91,13984.22,0,0
8,3,230068.2,0,0,323911.69,553979.89,0,0
8,3,104686.67,0,0,441768.33,546455,0,0
8,3,212410.45,0,0,1641296.74,1521202.97,0,0
8,3,214996.37,0,0,229253.86,11475.36,0,0
8,3,275097.55,0,0,300171.02,492674.45,0,0
8,3,301929.82,0,0,1337746.27,1434633.69,0,0
8,3,53126.41,0,0,206882.14,46031.18,0,0
8,3,330054.71,0,0,1802642.04,4039814.03,0,0
8,3,515817.25,0,0,3013578.67,3529395.92,0,0
8,3,371276.45,0,0,417648.51,956858.04,0,0
8,3,122514.04,0,0,3099205.65,3232606.04,0,0
8,3,137102.69,0,0,942870.15,1079972.85,0,0
8,3,53702.66,0,0,718935.54,866993.4,0,0
8,3,143248.29,0,0,335057.36,621801.24,0,0
8,3,86580.64,0,0,98039.3,223250.64,0,0
8,3,60608.86,0,0,93827.04,154435.9,0,0
8,3,98292.48,0,0,1395912.02,1256403.17,0,0
8,3,145650.94,0,0,797974.63,943625.57,0,0
8,3,179717.89,0,0,817675.35,1118549.36,0,0
8,3,115916.28,0,0,222430.09,508261.82,0,0
8,3,106193.87,0,0,693479.14,799673.02,0,0
8,3,102091.03,0,0,488070.97,590162.01,0,0
8,3,235735.99,0,0,1476648.41,1740418.55,0,0
8,3,95231.07,0,0,503423.42,681456.39,0,0
8,3,43447.17,0,0,67481.22,147892.68,0,0
8,3,22281.41,0,0,79689.36,101970.76,0,0
8,3,34750.45,0,0,63144.5,97894.95,0,0
8,3,13440.39,0,0,1216592.86,4271358.73,0,0
8,2,295741.74,20371,0,58205.66,353947.41,0,0
8,1,7736.03,0,0,0,0,0,0
8,1,8758.94,93678,84919.06,0,0,0,0
8,1,14654.56,58607,43952.44,0,0,0,0
8,3,220010.99,5408,0,3946332.95,4173293.65,0,0
8,5,133037.55,87113,220150.55,23628.55,183041.94,0,0
8,3,178363.34,24117,0,233609.92,411973.25,0,0
8,1,21491.37,182,0,0,0,0,0
8,1,5537.68,6077,539.32,0,0,0,0
8,2,1105114.76,142003,0,223844.96,1110864.89,0,0
8,1,15270.82,50365,35094.18,0,0,0,0
8,2,1762261.94,9536,0,0,1861444.59,0,0
8,1,2439.74,4500,2060.26,0,0,0,0
8,3,135271.53,2060.26,0,749689.31,1100798.45,0,0
8,1,4553.75,99539,94985.25,0,0,0,0
8,3,62724.97,12260,0,77954.99,273082.76,0,0
8,1,574.84,1394722.03,1394147.2,0,0,0,0
8,1,14977.75,1394147.2,1379169.45,0,0,0,0
8,1,26353.95,1379169.45,1352815.49,0,0,0,0
8,2,760875.27,52470,0,107499.93,868375.21,0,0
8,1,4870.79,4569.19,0,0,0,0,0
8,3,269051.88,0,0,305589.54,315259.94,0,0
8,1,1770.28,99516,97745.72,0,0,0,0
8,1,7858.88,721.61,0,0,0,0,0
8,2,519090.67,0,0,2075606.7,5975262.38,0,0
8,1,15166.49,10841,0,0,0,0,0
8,1,3353.84,0,0,0,0,0,0
8,1,8323.05,10234,1910.95,0,0,0,0
8,1,3474.13,114078,110603.87,0,0,0,0
8,5,263800.16,170544.98,434345.14,1151684.3,1440213.37,0,0
8,1,14140.97,434345.14,420204.17,0,0,0,0
8,1,15751.73,420204.17,404452.44,0,0,0,0
8,5,72134.69,119,72253.69,0,0,0,0
8,5,60899.65,39924,100823.65,791977.15,731077.5,0,0
8,2,8189.48,111045,102855.52,13124.45,21313.94,0,0
8,2,239490.4,26671,0,0,239490.4,0,0
8,5,203212.46,23327,226539.46,0,0,0,0
8,1,6858.74,11082,4223.26,0,0,0,0
8,5,383244.52,7240,390484.52,0,0,0,0
8,2,376046.46,9040,0,1094170.55,1943673.08,0,0
8,1,7595.5,38603,31007.5,0,0,0,0
8,5,162830.61,2873,165703.61,0,0,0,0
8,1,9742.48,600330.94,590588.46,0,0,0,0
8,3,269812.4,590588.46,320776.06,2108216.51,2325850.99,0,0
8,3,153737.68,320776.06,167038.38,465393.97,619131.66,0,0
8,2,167933.07,25510,0,788924.96,956858.04,0,0
8,4,647.02,1106324.43,1105677.41,163115.96,163762.98,0,0
8,2,1447770.26,1105677.41,0,2991300.02,4439070.28,0,0
8,2,4199621.54,0,0,1.06E+07,1.48E+07,0,0
8,2,1306358.37,0,0,3280789.39,4393432.11,0,0
8,2,2411727.13,0,0,1.18E+07,1.40E+07,0,0
8,2,361036.16,0,0,368634.21,0,0,0
8,2,281227.21,0,0,1092605.63,1586820.55,0,0
8,2,476685.12,0,0,1237033.28,1713718.4,0,0
8,1,2263.1,321485.56,319222.46,0,0,0,0
8,1,7648.74,319222.46,311573.72,0,0,0,0
8,3,119176.99,12406,0,684731.41,803908.4,0,0
8,1,9562.05,22717,13154.95,0,0,0,0
8,3,94157.4,6350.55,0,105524.67,0,0,0
8,1,7107.69,0,0,0,0,0,0
8,1,2378.95,0,0,0,0,0,0
8,1,3022.06,0,0,0,0,0,0
8,1,21362.17,0,0,0,0,0,0
8,1,17959.01,0,0,0,0,0,0
8,1,5536.1,0,0,0,0,0,0
8,1,14761.31,0,0,0,0,0,0
8,1,11064.18,0,0,0,0,0,0
8,1,11638.3,0,0,0,0,0,0
8,1,8319.24,0,0,0,0,0,0
8,1,15795.38,0,0,0,0,0,0
8,1,22234.56,0,0,0,0,0,0
8,1,1389.24,0,0,0,0,0,0
8,1,627.06,0,0,0,0,0,0
8,1,4813.36,0,0,0,0,0,0
8,1,3114.78,0,0,0,0,0,0
8,1,3456.75,0,0,0,0,0,0
8,1,6452.75,0,0,0,0,0,0
8,1,1951.96,0,0,0,0,0,0
8,1,1611.62,0,0,0,0,0,0
8,1,405.04,0,0,0,0,0,0
8,1,3641.98,0,0,0,0,0,0
8,1,2637.36,0,0,0,0,0,0
8,1,6944.9,0,0,0,0,0,0
8,1,7428.48,0,0,0,0,0,0
8,1,25876.51,0,0,0,0,0,0
8,1,600.47,0,0,0,0,0,0
8,1,23529.96,0,0,0,0,0,0
8,1,20753.37,0,0,0,0,0,0
8,1,11382.27,0,0,0,0,0,0
8,1,3396.91,0,0,0,0,0,0
8,1,27048.24,0,0,0,0,0,0
8,1,23391.22,0,0,0,0,0,0
8,1,10998.11,0,0,0,0,0,0
8,1,7884.87,0,0,0,0,0,0
8,1,1612.02,0,0,0,0,0,0
8,1,7411.37,0,0,0,0,0,0
8,1,9538,0,0,0,0,0,0
8,1,6163.14,0,0,0,0,0,0
8,1,261.24,0,0,0,0,0,0
8,1,202.46,0,0,0,0,0,0
8,1,6208.22,0,0,0,0,0,0
8,1,4171.76,0,0,0,0,0,0
8,1,7523.16,0,0,0,0,0,0
8,1,1056.93,0,0,0,0,0,0
8,1,714.87,0,0,0,0,0,0
8,1,2426.22,0,0,0,0,0,0
8,1,2548.83,0,0,0,0,0,0
8,1,18476.16,0,0,0,0,0,0
8,3,84572.21,1545631.58,1461059.36,2.19E+07,2.19E+07,0,0
8,1,2401.11,1461059.36,1458658.26,0,0,0,0
8,3,375820.11,341974,0,840999.44,2290132.87,0,0
8,3,41482.81,1146,0,1647375.48,2068039.37,0,0
8,1,7801.89,0,0,0,0,0,0
8,1,12985.59,3090918.5,3077932.91,0,0,0,0
8,1,19407.9,3077932.91,3058525.01,0,0,0,0
8,3,18174.63,11232,0,0,18174.63,0,0
8,3,233756.17,10952,0,1633153.83,1521417.19,0,0
8,1,3487.93,0,0,0,0,0,0
8,1,3026.78,14852,11825.22,0,0,0,0
8,5,100617.02,165872,266489.02,0,0,0,0
8,1,3000.39,24691.97,21691.58,0,0,0,0
8,1,8238.87,21691.58,13452.72,0,0,0,0
8,1,14037.07,13452.72,0,0,0,0,0
8,1,10992.18,10719,0,0,0,0,0
8,1,8584.77,24726,16141.23,0,0,0,0
8,5,319840.26,118587,438427.26,0,0,0,0
8,3,129881.1,48826,0,0,0,0,0
8,1,7281.41,355085,347803.59,0,0,0,0
8,1,4566.58,0,0,0,0,0,0
8,2,2486178.89,0,0,4060845.2,6385532.2,0,0
8,2,11491.28,371883.57,360392.29,99449.44,0,0,0
8,1,14444.77,360392.29,345947.52,0,0,0,0
8,3,51144.79,311,0,160835.14,211979.93,0,0
8,3,266274.37,72240,0,0,162365.14,0,0
8,1,711.82,55949.52,55237.69,0,0,0,0
8,3,249481.82,55237.69,0,783597.8,636296.03,0,0
8,3,41143.79,0,0,260095.98,129956.74,0,0
8,3,71006.6,51744,0,5883,0,0,0
8,5,313784.89,32573,346357.89,0,145425.45,0,0
8,5,108405.17,31435,139840.17,76473.57,0,0,0
8,3,109162.21,50044,0,1.16E+07,1.30E+07,0,0
8,1,22914.56,0,0,0,0,0,0
8,2,766006.13,4111650.2,3345644.07,0,1177138.65,0,0
8,1,25113.52,3345644.07,3320530.55,0,0,0,0
8,3,111669.64,370,0,112146.25,60540.99,0,0
8,1,10366.79,10114,0,0,0,0,0
8,1,3902.47,19908,16005.53,0,0,0,0
8,3,261792.45,60001,0,0,451573.22,0,0
8,3,226480.7,5026,0,0,226480.7,0,0
8,5,45066.94,51146,96212.94,1455687.96,1353160.49,0,0
8,5,439694.26,2931,442625.26,1387626.09,1185616.33,0,0
8,1,3454.19,99569,96114.81,0,0,0,0
8,5,124729.35,8046.66,132776.02,2519,0,0,0
8,1,22314.88,132776.02,110461.13,0,0,0,0
8,1,5150.51,110461.13,105310.62,0,0,0,0
8,1,11825.69,87235,75409.31,0,0,0,0
8,3,40814.42,59500,18685.58,128,40942.42,0,0
8,3,130866.06,21672,0,0,130866.06,0,0
8,1,12918.98,5276,0,0,0,0,0
8,3,227502.52,0,0,1526691.83,1367406,0,0
8,1,2599.26,6243,3643.74,0,0,0,0
8,3,310392.7,245682,0,0,310392.7,0,0
8,3,434775.78,13913,0,53997.59,0,0,0
8,1,4732.94,40030,35297.06,0,0,0,0
8,2,1329152.78,7146,0,10122,1032700.7,0,0
8,1,738.34,342,0,0,0,0,0
8,2,1132559.98,100309,0,207802.63,1144238.97,0,0
8,1,10618.12,23659,13040.88,0,0,0,0
8,2,254634.36,19929,0,4351356.6,4605990.97,0,0
8,1,3595.74,5003,1407.26,0,0,0,0
8,1,38605.1,1407.26,0,0,0,0,0
8,1,1937.62,0,0,0,0,0,0
8,5,211371.84,12943,224314.84,0,0,0,0
8,1,1271.64,36078,34806.36,0,0,0,0
8,3,157820.88,1382073.42,1224252.54,0,157820.88,0,0
8,3,473456.08,1224252.54,750796.46,1470217.01,1943673.08,0,0
8,3,640614.3,750796.46,110182.15,704784.95,1345399.26,0,0
8,3,357786.09,110182.15,0,547356.35,905142.44,0,0
8,3,32322.92,0,0,3004228.54,3036551.46,0,0
8,3,214206.43,0,0,321265.2,535471.63,0,0
8,3,204137.71,0,0,546605.18,653994.87,0,0
8,3,504209.94,0,0,4051026.3,4555236.24,0,0
8,3,56037.54,0,0,2338502.7,2394540.24,0,0
8,3,241177.36,0,0,2162526.03,2403703.4,0,0
8,3,144087.96,0,0,236760.82,402284.09,0,0
8,3,66570.25,0,0,444911.45,987888.66,0,0
8,3,468239.2,0,0,3571243.29,4200399.97,0,0
8,3,124992.85,0,0,2394627.25,2413840.05,0,0
8,3,35796.4,0,0,50235.13,26165.69,0,0
8,3,63489.48,0,0,140262.23,203751.7,0,0
8,3,232717,0,0,436156.79,902210.3,0,0
8,3,127602.87,0,0,1247109.55,2232864.41,0,0
8,3,94690.18,0,0,134907.47,229597.64,0,0
8,3,80738.24,0,0,380636.12,353601.18,0,0
8,3,60126,0,0,201308.21,261434.22,0,0
8,3,210354.65,0,0,565633.15,711930.13,0,0
8,3,25823.14,0,0,138267.47,470082.93,0,0
8,3,105937.75,0,0,639807.2,745744.95,0,0
8,3,339281.61,0,0,1.52E+07,1.55E+07,0,0
8,3,462830.54,0,0,2936757.95,4310701.91,0,0
8,3,82391.02,0,0,220485.47,122017.44,0,0
8,3,141750.88,0,0,978932.81,1120683.69,0,0
8,3,119144.2,0,0,553059.8,474803.34,0,0
8,3,287503.31,0,0,8287988.5,9281535.44,0,0
8,3,136683.68,0,0,754306.79,854165.83,0,0
8,3,170183.59,0,0,330808.36,506581.24,0,0
8,3,374846.44,0,0,858855.71,2581338.81,0,0
8,3,25867.98,0,0,32484.1,58352.07,0,0
8,3,275646.73,0,0,801428.57,1263934.85,0,0
8,3,271890.72,0,0,1233702.15,2581338.81,0,0
8,3,330952.39,0,0,690676.61,1235102.24,0,0
8,3,71942.49,0,0,874428.24,1271995.08,0,0
8,3,296176.14,0,0,375806.58,683602.27,0,0
8,3,153259.66,0,0,702598.98,1077837.29,0,0
8,3,67047.71,0,0,102924.42,140696.94,0,0
8,3,74967.99,0,0,2540573.32,2265663.04,0,0
8,3,134867.39,0,0,295131.65,216651.57,0,0
8,3,54604.25,0,0,1402673.98,1878150.67,0,0
8,3,212987.72,0,0,1373832.83,1586820.55,0,0
8,3,16487.79,0,0,224239.41,240727.2,0,0
8,3,65750.47,0,0,1113610.52,0,0,0
8,3,104448.27,0,0,654567.1,797973.46,0,0
8,3,91714.29,0,0,4303785.24,4215505.1,0,0
8,3,44189.75,0,0,2560373.55,2604563.3,0,0
8,3,80059.98,0,0,2537852.02,2528711.98,0,0
8,3,74005.35,0,0,89322.39,0,0,0
8,3,32266.33,0,0,444250.23,11475.36,0,0
8,3,28646.77,0,0,531855.21,1031613.74,0,0
8,3,139116.78,0,0,1070270.51,1048017.45,0,0
8,1,4275.65,49778,45502.35,0,0,0,0
8,1,9271.75,166059,156787.25,0,0,0,0
8,3,64090.51,39270,0,48680.36,212282.08,0,0
8,1,990.05,17147,16156.95,0,0,0,0
8,5,148338.49,16112,164450.49,0,0,0,0
8,1,10199.18,51853,41653.82,0,0,0,0
8,5,49394.3,10523,59917.3,1345215.29,1382579.26,0,0
8,1,8249.22,489922.28,481673.06,0,0,0,0
8,1,9434.88,481673.06,472238.18,0,0,0,0
8,1,6968.71,472238.18,465269.46,0,0,0,0
8,1,1414.19,465269.46,463855.27,0,0,0,0
8,1,2252.21,463855.27,461603.06,0,0,0,0
8,1,45019.22,461603.06,416583.85,0,0,0,0
8,1,4417.47,416583.85,412166.37,0,0,0,0
8,1,5523.8,412166.37,406642.57,0,0,0,0
8,1,9912.25,406642.57,396730.32,0,0,0,0
8,1,2978.8,396730.32,393751.53,0,0,0,0
8,1,10487.53,393751.53,383264,0,0,0,0
8,1,21820.67,383264,361443.33,0,0,0,0
8,1,2374.25,361443.33,359069.08,0,0,0,0
8,1,645.3,15132,14486.7,0,0,0,0
8,3,244517.76,20619,0,8296.03,472254.85,0,0
8,3,360402.57,107216,0,976494.46,1273292.81,0,0
8,2,507162.09,596792.92,89630.83,185833.03,523650.14,0,0
8,1,24532.78,89630.83,65098.05,0,0,0,0
8,2,1402121.81,24121,0,0,1280520.63,0,0
8,1,15852.21,622693.19,606840.98,0,0,0,0
8,2,1702964.79,606840.98,0,3486761.38,5189726.17,0,0
8,2,277720.33,0,0,2617009.02,3585215.55,0,0
8,2,470791,0,0,4235944.19,4369565.78,0,0
8,2,227774.16,0,0,839314.97,641979.14,0,0
8,2,537378.21,0,0,1197137.74,1734515.95,0,0
8,2,771743.64,0,0,4341301.6,5291217.05,0,0
8,2,1429743.36,0,0,1454975.91,2884719.28,0,0
8,2,228106.65,0,0,278997.71,293199.16,0,0
8,2,440869.23,0,0,6723541.14,7164410.37,0,0
8,2,81280.51,0,0,409404.7,490685.21,0,0
8,2,798422.71,0,0,881727.02,1190896.64,0,0
8,2,920927.83,0,0,1230033.26,4271358.73,0,0
8,2,375447.28,0,0,1038848.89,1556254.45,0,0
8,2,47352.63,0,0,1802526.38,2058343.75,0,0
8,1,13405.29,129098,115692.71,0,0,0,0
8,1,5120.02,18551,13430.98,0,0,0,0
8,3,154809.28,27158,0,706052.76,909963.8,0,0
8,1,4722.65,50396,45673.35,0,0,0,0
8,1,13895.56,20997,7101.44,0,0,0,0
8,1,6028.48,96090.73,90062.25,0,0,0,0
8,1,5149.93,90062.25,84912.32,0,0,0,0
8,1,16286.04,84912.32,68626.28,0,0,0,0
8,1,26112.52,68626.28,42513.77,0,0,0,0
8,1,7488.74,42513.77,35025.03,0,0,0,0
8,1,3070.41,35025.03,31954.62,0,0,0,0
8,1,5882.92,31954.62,26071.7,0,0,0,0
8,1,39201.98,26071.7,0,0,0,0,0
8,1,5740.54,0,0,0,0,0,0
